SpeechID,Speech,Speaker,Location,Year
79,"The vice president brought up your tariffs you responded and let's drill down on this because your plan is, what she calls is a essentially a national sales tax.",Moderator,Philadelphia,2024
80,"Your proposal calls for tariffs as you pointed out here, on foreign imports across the board.",Moderator,Philadelphia,2024
81,"You recently said that you might double your plan, imposing tariffs up to 20% on good coming into this country.",Moderator,Philadelphia,2024
82,As you know many economists say that with tariffs at that level costs are then passed onto the consumer.,Moderator,Philadelphia,2024
83,"Vice President Harris has argued it'll mean higher prices on gas, food, clothing medication arguing it costs the typical family nearly four thousand dollars a year.",Moderator,Philadelphia,2024
84,Do you believe Americans can afford higher prices because of tariffs.,Moderator,Philadelphia,2024
85,"They aren't gonna have higher prices what's gonna have, and who's going to have higher prices is China and all of the countries that have been ripping us off for years.",Trump,Philadelphia,2024
86,"I charge, I was the only president ever--China was paying us hundreds of billions of dollars and so were other countries and you know if she doesn't like 'em they",Trump,Philadelphia,2024
87,shouldaa gone out and they should have immediately cut the tariffs but those tariffs are there three and a half years now under their administration.,Trump,Philadelphia,2024
88,"We are gonna take in billions of dollars, hundreds of billions of dollars.",Trump,Philadelphia,2024
89,"I had no inflation, virtually no inflation, they had the highest inflation, perhaps in the history of our country because I've never seen a worse period of time.",Trump,Philadelphia,2024
90,People can't go out and buy cereal or bacon or eggs or anything else. These--the people of our country are absolutely dying with what they've done.,Trump,Philadelphia,2024
91,They've destroyed the economy and all you have to do is look at a poll. The polls say 80 and 85 and even 90% that the Trump economy was great that their economy was terrible.,Trump,Philadelphia,2024
92,Vice President Harris I do want to ask for your response and you heard what the president said there because the Biden administration did keep a number of the Trump,Moderator,Philadelphia,2024
93,tariffs in place so how do you respond?,Moderator,Philadelphia,2024
94,"Well, let's be clear that the Trump administration resulted in a trade deficit, one of the highest we've ever seen in the history of America.",Harris,Philadelphia,2024
95,"He invited trade wars, you wanna talk about his deal with China--what he ended up doing is under Donald Trump's presidency he ended up selling American chips to China to",Harris,Philadelphia,2024
96,"help them improve and modernize their military. Basically sold us out, when a policy about China should be in making sure the United States of America wins the competition for the 21st century.",Harris,Philadelphia,2024
97,"Which means focusing on the details of what that requires, focusing on relationships with our allies; focusing on investing in American based technology so that we win the race on",Harris,Philadelphia,2024
98,"A.I., on quantum computing; focusing on what we need to do to support America's workforce, so that we don't end up having the--on the short end of the stick in",Harris,Philadelphia,2024
99,"terms of workers' rights. But what Donald Trump did, let's talk about this, with COVID, is he actually thanked President Xi for what he did during COVID.",Harris,Philadelphia,2024
100,"Look at his tweet. ""Thank you, President Xi,"" exclamation point. When we know that Xi was responsible for lacking and not giving us transparency about the origins of COVID.",Harris,Philadelphia,2024
101,"President Trump, I'll let you respond.",Moderator,Philadelphia,2024
102,"First of all, they bought their chips from Taiwan. We hardly make chips anymore because of, uh, philosophies like they have and policies like they have. I don't say her because she has no policy.",Trump,Philadelphia,2024
103,"Everything that she believed three years ago and four years ago is out the window. She's going to my philosophy now. In fact, I was gonna send her a MAGA hat.",Trump,Philadelphia,2024
104,"She's gone to my philosophy. But, if she ever got elected, she'd change it. And it will be the end of our country. She's a Marxist. Everybody knows she's a Marxist.",Trump,Philadelphia,2024
105,Her father's a Marxist professor in economics. And he taught her well.,Trump,Philadelphia,2024
106,But when you look at what she's done to our country and when you look at these millions and millions of people that are pouring into our country monthly where,Trump,Philadelphia,2024
107,"it's, I believe 21 million people, not the 15 that people say, and I think it's a lot higher than the 21. That's bigger than New York state. Pouring in.",Trump,Philadelphia,2024
108,And just look at what they're doing to our country. They're criminals. Many of these people coming in are criminals. And that's bad for our economy too.,Trump,Philadelphia,2024
109,"You know, you mentioned before, we'll talk about immigration later. Well, bad immigration is the worst thing that can happen to our economy. They have, and she has, destroyed our country with policy that's insane.",Trump,Philadelphia,2024
110,Almost policy that you'd say they have to hate our country.,Trump,Philadelphia,2024
111,"President Trump, thank you. Linsey?",Moderator,Philadelphia,2024
112,"I want to turn to the issue of abortion. President Trump, you've often touted that you were able to kill Roe v. Wade.",Moderator,Philadelphia,2024
113,"Last year, you said that you were proud to be the most pro-life president in American history. Then last month you said that your administration would be great for women and their reproductive rights.",Moderator,Philadelphia,2024
114,"In your home state of Florida, you surprised many, uh, with regard to your six-week abortion ban because you initially had said that it was too short and you said,",Moderator,Philadelphia,2024
115,"""I'm going to be voting that we need more than six weeks."" But then the very next day, you reversed course and said you would vote to support the six-week",Moderator,Philadelphia,2024
116,"ban. Vice President Harris says that women shouldn't trust you on the issue of abortion because you've changed your position so many times. Therefore, why should they trust you?",Moderator,Philadelphia,2024
117,"Well, the reason I'm doing that vote is because the plan is, as you know, the vote is, they have abortion in the ninth month.",Trump,Philadelphia,2024
118,"They even have, and you can look at the governor of West Virginia, the previous governor of West Virginia, not the current governor, who's doing an excellent job, but the governor before.",Trump,Philadelphia,2024
119,"He said the baby will be born and we will decide what to do with the baby. In other words, we'll execute the baby. And that's why I did that, because that predominates.",Trump,Philadelphia,2024
120,"Because they're radical. The Democrats are radical in that. And her vice presidential pick, which I think was a horrible pick, by the way for our country, because he is really out of it.",Trump,Philadelphia,2024
121,"But her vice presidential pick says abortion in the ninth month is absolutely fine. He also says execution after birth, it's execution, no longer abortion, because the baby is born, is okay.",Trump,Philadelphia,2024
122,"And that's not okay with me. Hence the vote. But what I did is something, for 52 years they've been trying to get Roe v. Wade into the states.",Trump,Philadelphia,2024
123,"And through the uh genius and, and heart and strength of six Supreme Court justices we were able to do that. Now, I believe in the exceptions for rape, incest, and life of the mother.",Trump,Philadelphia,2024
124,I believe strongly in it. Ronald Reagan did also. Eighty-five percent of Republicans do--exceptions. It's very important. But we were able to get it. And now states are voting on it.,Trump,Philadelphia,2024
125,"And for the first time you're gonna see--look, this is an issue that's torn our country apart for 52 years.",Trump,Philadelphia,2024
126,"Every legal scholar, every Democrat, every Republican, liberal, conservative, they all wanted this issue to be brought back to the states where the people could vote. And that's what happened, happened.",Trump,Philadelphia,2024
127,"Now, Ohio, the vote was somewhat liberal. Kansas the vote was somewhat liberal. Much more liberal than people would have thought. But each individual state is voting. It's the vote of the people now.",Trump,Philadelphia,2024
128,It's not tied up in the federal government. I did a great service in doing it. It took courage to do it. And the Supreme Court had great courage in doing it.,Trump,Philadelphia,2024
129,And I give tremendous credit to those six justices.,Trump,Philadelphia,2024
130,"There is no state in this country where it is legal to kill a baby after it's born. Madam Vice-President, I want to get your response to President Trump.",Moderator,Philadelphia,2024
131,"Well, as I said, you're going to hear a bunch of lies. And that's not actually a surprising fact. Let's understand how we got here.",Harris,Philadelphia,2024
132,Donald Trump hand-selected three members of the United States Supreme Court with the intention that they would undo the protections of Roe v. Wade. And they did exactly as he intended.,Harris,Philadelphia,2024
133,And now in over 20 states there are Trump abortion bans which make it criminal for a doctor or nurse to provide health care. In one state it provides prison for life.,Harris,Philadelphia,2024
134,Trump abortion bans that make no exception even for rape and incest.,Harris,Philadelphia,2024
135,"Which, understand what that means: A survivor of a crime of violation to their body, does not have the right to make a decision about what happens to their body next. That is immoral.",Harris,Philadelphia,2024
136,"And one does not have to abandon their faith or deeply held beliefs to agree the government, and Donald Trump certainly, should not be telling a woman what to do with her body.",Harris,Philadelphia,2024
137,I have talked with women around our country. You wanna talk about this is what people wanted?,Harris,Philadelphia,2024
138,"Pregnant women who want to carry a pregnancy to term suffering from a miscarriage, being denied care in an emergency room because the health care providers are afraid they might",Harris,Philadelphia,2024
139,go to jail and she's bleeding out in a car in the parking lot? She didn't want that. Her husband didn't want that.,Harris,Philadelphia,2024
140,A 12 or 13-year-old survivor of incest being forced to carry a pregnancy to term? They don't want that.,Harris,Philadelphia,2024
141,"And I pledge to you when Congress passes a bill to put back in place the protections of Roe v. Wade as President of the United States, I will proudly sign it into law.",Harris,Philadelphia,2024
142,"But understand, if Donald Trump were to be re-elected, he will sign a national abortion ban.",Harris,Philadelphia,2024
143,"Understand, in his Project 2025 there would be a national abortion--a monitor that would be monitoring your pregnancies, your miscarriages.",Harris,Philadelphia,2024
144,"I think the American people believe that certain freedoms, in particular the freedom to make decisions about one's own body, should not be made by the government.",Harris,Philadelphia,2024
145,"Thank you, Vice President Harris.",Moderator,Philadelphia,2024
146,"Well, there she goes again. It's a lie. I'm not signing a ban. And there's no reason to sign a ban. Because we've gotten what everybody wanted.",Trump,Philadelphia,2024
147,"Democrats, Republicans and everybody else and every legal scholar wanted it to be brought back into the states. And the states are voting.",Trump,Philadelphia,2024
148,"And it may take a little time, but for 52 years this issue has torn our country apart. And they've wanted it back in the states. And I did something that nobody thought was possible.",Trump,Philadelphia,2024
149,"The states are now voting. What she says is an absolute lie. And as far as the abortion ban, no, I'm not in favor of abortion ban.",Trump,Philadelphia,2024
150,"But it doesn't matter, because this issue has now been taken over by the states.",Trump,Philadelphia,2024
151,Would you veto a national abortion ban if it came to your desk--,Moderator,Philadelphia,2024
152,"--Well, I won't have to because again--two things. Number one, she said she'll go back to Congress. She'll never get the vote. It's impossible for her to get the vote.",Trump,Philadelphia,2024
153,Especially now with a 50-50 in--essentially 50-50 in both Senate and the House. She's not gonna get the vote. She can't get the vote. She won't even come close to it. So it's just talk.,Trump,Philadelphia,2024
154,You know what it reminds me of? When they said they're gonna get student loans terminated and it ended up being a total catastrophe.,Trump,Philadelphia,2024
155,"The student loans--and then her--I think probably her boss, if you call 'em a boss, he spends all his time on the beach--but look, her boss went out and said",Trump,Philadelphia,2024
156,"we'll do it again, we'll do it a different way. He went out, got rejected again by the Supreme Court. So all these students got uh, taunted with this whole thing about--this whole idea.",Trump,Philadelphia,2024
157,And how unfair that would have been-- part of the reason they lost--to the millions and millions of people that hadda pay off their student loans. They didn't get it for free.,Trump,Philadelphia,2024
158,"But they were saying--it's the same way that they talked about that, that they talk about abortion.",Trump,Philadelphia,2024
159,But if I could just get a Yes or No. Because your running mate jen--J.D. Vance has said that you would veto if it did come to your desk.,Moderator,Philadelphia,2024
160,"Well, I didn't discuss it with J.D., in all fairness. J.D.--and I don't mind if he has a certain view but I think he was speaking for me, but I really didn't.",Trump,Philadelphia,2024
161,"Look, we don't have to discuss it because she'd never be able to get it just like she couldn't get student loans. They couldn't get--they didn't even come close to getting student loans.",Trump,Philadelphia,2024
162,They didn't even come close to getting student loans. They taunted young people--and a lot of other people that had loans. They can never get this approved.,Trump,Philadelphia,2024
163,So it doesn't matter what she says about going to Congress. Wonderful. Let's go to Congress. Do it.,Trump,Philadelphia,2024
164,But the fact is that for years they wanted to get it out of Congress and out of the federal government and we did something that everybody said couldn't be done.,Trump,Philadelphia,2024
165,And now you have a vote of the people on abortion.,Trump,Philadelphia,2024
166,"Vice President Harris, I want to give you your time to respond. But I do want to ask, would you support any restrictions on a woman's right to an abortion?",Moderator,Philadelphia,2024
167,"I absolutely support reinstating the protections of Roe v. Wade. And as you rightly mentioned, nowhere in America is a woman carrying a pregnancy to term and, and, and asking for an abortion.",Harris,Philadelphia,2024
168,That is not happening. It's insulting to the women of America. And understand what has been happening under Donald Trump's abortion bans.,Harris,Philadelphia,2024
169,"Couples who pray and, and, and dream of having a family are being denied IVF treatments.",Harris,Philadelphia,2024
170,"What is happening in our country, working people, working women who are working one or two jobs, who can barely afford childcare as it is, have to travel to another",Harris,Philadelphia,2024
171,"state--to get on a plane sitting next to strangers--to go and get the health care she needs. Barely can afford to do it, and what you are putting her through is unconscionable.",Harris,Philadelphia,2024
172,"And the people of America have not--the, the majority of Americans believe in a woman's right to make decisions about her own body.",Harris,Philadelphia,2024
173,"And that is why in every state where this issue has been on the ballot, in red and blue states both, the people of America have voted for freedom.",Harris,Philadelphia,2024
174,Vice President Harris--,Moderator,Philadelphia,2024
175,"Excuse me, I have to respond. Another lie. It's another lie. I have been a leader on IVF which is fertilization. The IVF--I have been a leader.",Trump,Philadelphia,2024
176,"In fact, when they got a very negative decision on IVF from the Alabama courts, I saw the people of Alabama and the legislature two days later voted it in.",Trump,Philadelphia,2024
177,"I've been a leader on it. They know that and everybody else knows it. I have been a leader on fertilization, IVF.",Trump,Philadelphia,2024
178,"And the other thing, they--you should ask, will she allow abortion in the eighth month, ninth month, seventh month?",Trump,Philadelphia,2024
179,Come on.,Harris,Philadelphia,2024
180,Would you do that? Why don't you ask her that question--,Trump,Philadelphia,2024
181,"Why, why don't you answer the question would you veto-–",Harris,Philadelphia,2024
182,That's the problem. Because under Roe v. Wade.,Trump,Philadelphia,2024
183,"Answer the question, would you veto--",Harris,Philadelphia,2024
184,"You could do abortions in the seventh month, the eighth month, the ninth month--",Trump,Philadelphia,2024
185,--That's not true.,Harris,Philadelphia,2024
186,"And probably after birth. Just look at the governor, former governor of Virginia. The governor of Virginia said we put the baby aside and then we determine what we want to do with the baby.",Trump,Philadelphia,2024
187,"President Trump, thank you.",Moderator,Philadelphia,2024
188,"We're going to turn now to immigration and border security. We know it's an issue that's important to Republicans, Democrats, voters across the board, uh, in this country.",Moderator,Philadelphia,2024
189,"Vice President Harris, you were tasked by President Biden with getting to the root causes of migration from Central America. We know that illegal border crossings reached a record high in the Biden Administration.",Moderator,Philadelphia,2024
190,"This past June, President Biden imposed tough new asylum restrictions. We know the numbers since then have dropped significantly.",Moderator,Philadelphia,2024
191,But my question to you tonight is why did the administration wait until six months before the election to act and would you have done anything differently from President Biden on this?,Moderator,Philadelphia,2024
192,"So I'm the only person on this stage who has prosecuted transnational criminal organizations for the trafficking of guns, drugs, and human beings.",Harris,Philadelphia,2024
193,"And let me say that the United States Congress, including some of the most conservative members of the United States Senate, came up with a border security bill which I supported.",Harris,Philadelphia,2024
194,And that bill would have put fifteen hundred more border agents on the border to help those folks who are workin' there right now overtime trying to do their job.,Harris,Philadelphia,2024
195,It would have allowed us to stem the flow of fentanyl coming into the United States.,Harris,Philadelphia,2024
196,I know there are so many families watching tonight who have been personally affected by the surge of fentanyl in our country.,Harris,Philadelphia,2024
197,"That bill would have put more resources to allow us to prosecute transnational criminal organizations for trafficking in guns, drugs and human beings. But you know what happened to that bill?",Harris,Philadelphia,2024
198,"Donald Trump got on the phone, called up some folks in Congress, and said kill the bill. And you know why? Because he'd prefer to run on a problem instead of fixing a problem.",Harris,Philadelphia,2024
199,"And understand, this comes at a time where the people of our country actually need a leader who engages in solutions, who actually addresses the problems at hand.",Harris,Philadelphia,2024
200,But what we have in the former president is someone who would prefer to run on a problem instead of fixing a problem.,Harris,Philadelphia,2024
201,"And I'll tell you something, he's going to talk about immigration a lot tonight even when it's not the subject that is being raised.",Harris,Philadelphia,2024
202,And I'm going to actually do something really unusual and I'm going to invite you to attend one of Donald Trump's rallies because it's a really interesting thing to watch.,Harris,Philadelphia,2024
203,"You will see, during the course of his rallies he talks about fictional characters like Hannibal Lecter. He will talk about windmills cause cancer.",Harris,Philadelphia,2024
204,And what you will also notice is that people start leaving his rallies early out of exhaustion and boredom.,Harris,Philadelphia,2024
205,"And I will tell you, the one thing you will not hear him talk about, is you. You will not hear him talk about your needs, your dreams, and your ne--your desires.",Harris,Philadelphia,2024
206,"And I'll tell ya, I believe you ne--deserve a president who actually puts you first. And I pledge to you that I will.",Harris,Philadelphia,2024
207,"Vice President Harris, thank you. President Trump, on that point I want to get your response.",Moderator,Philadelphia,2024
208,"Well, I would like to respond.",Trump,Philadelphia,2024
209,"Let me just ask, though, why did you try to kill that bill and successfully so? That would have put thousands of additional agents and officers on the border.",Moderator,Philadelphia,2024
210,First let me respond as to the rallies. She said people start leaving. People don't go to her rallies. There's no reason to go.,Trump,Philadelphia,2024
211,"And the people that do go, she's busing 'em in and paying them to be there. And then showing them in a different light. So, she can't talk about that. People don't leave my rallies.",Trump,Philadelphia,2024
212,"We have the biggest rallies, the most incredible rallies in the history of politics. That's because people want to take their country back. Our country is being lost. We're a failing nation.",Trump,Philadelphia,2024
213,"And it happened three and a half years ago. And what, what's going on here, you're gonna end up in World War 3, just to go on to another subject.",Trump,Philadelphia,2024
214,What they have done to our country by allowing these millions and millions of people to come into our country. And look at what's happening to the towns all over the United States.,Trump,Philadelphia,2024
215,"And a lotta towns don't want to talk--not gonna be Aurora or Springfield. A lotta towns don't want to talk about it because they're so embarrassed by it. In Springfield, they're eating the dogs.",Trump,Philadelphia,2024
216,The people that came in. They're eating the cats. They're eating--they're eating the pets of the people that live there. And this is what's happening in our country. And it's a shame.,Trump,Philadelphia,2024
217,"As far as rallies are concerned, as far as--the reason they go is they like what I say. They wanna bring our country back. They wanna make America great again. It's a very simple phrase.",Trump,Philadelphia,2024
218,"Make America great again. She's destroying this country. And if she becomes President, this country doesn't have a chance of success. Not only success. We'll end up being Venezuela on steroids.",Trump,Philadelphia,2024
219,"I just want to clarify here, you bring up Springfield, Ohio. And ABC News did reach out to the city manager there.",Moderator,Philadelphia,2024
220,"He told us there have been no credible reports of specific claims of pets being harmed, injured or abused by individuals within the immigrant community--",Moderator,Philadelphia,2024
221,"Well, I've seen people on television--",Trump,Philadelphia,2024
222,Let me just say here this--,Moderator,Philadelphia,2024
223,--the people on television say my dog was taken and used for food. So maybe he said that and maybe that's a good thing to say for a city manager.,Trump,Philadelphia,2024
224,I'm not taking this from television. I'm taking it from the city manager--,Moderator,Philadelphia,2024
225,--but the people on television say their dog was eaten by the people that went there.,Trump,Philadelphia,2024
226,"Again, the Springfield city manager says there's no evidence of that.",Moderator,Philadelphia,2024
227,--We'll find out--,Trump,Philadelphia,2024
228,"--Vice President Harris, I'll let you respond to the rest of what you heard.",Moderator,Philadelphia,2024
229,Talk about extreme.,Harris,Philadelphia,2024
230,"Um, you know, I uh, this is I think, one of the reasons why in this election I actually have the endorsement of 200 Republicans who have formally worked with",Harris,Philadelphia,2024
231,"President Bush, Mitt Romney, and John McCain including the endorsement of former Vice President Dick Cheney and Congressmember Liz Cheney.",Harris,Philadelphia,2024
232,"And if you wanna really know the inside track on who the former President is, if he didn't make it clear already, just ask people who have worked with him.",Harris,Philadelphia,2024
233,"His former Chief of Staff, a four-star general, has said he has contempt for the Constitution of the United States. His former National Security Adviser has said he is dangerous and unfit.",Harris,Philadelphia,2024
234,"His former Secretary of Defense has said the nation, the republic would never survive another Trump term.",Harris,Philadelphia,2024
235,"And when we listen to this kind of rhetoric, when the issues that affect the American people are not being addressed, I think the choice is clear in this election.",Harris,Philadelphia,2024
236,"President Trump, I'll give you a quick minute to respond.",Moderator,Philadelphia,2024
237,"Yeah. Uh, thank you. Because when I hear that--see, I'm a different kind of a person. I fired most of those people. Not so graciously. They did bad things or a bad job.",Trump,Philadelphia,2024
238,I fired 'em. They never fired one person.,Trump,Philadelphia,2024
239,"They didn't fire anybody having to do with Afghanistan and the Taliban and the 13 people who's, who's--were just killed, viciously and violently killed, and I got to know the parents and the family.",Trump,Philadelphia,2024
