SpeechID,Speech,Speaker,Location,Year
27,"If we just wore these masks — the President's own advisors told them — we could save 100,000 lives. And we're in a circumstance where the President, thus far, still has no plan.",Biden,Nashville,2020
28,"No comprehensive plan. What I would do is make sure we have everyone encouraged to wear a mask, all the time.",Biden,Nashville,2020
29,"I would make sure we move in the direction of rapid testing, investing in rapid testing.",Biden,Nashville,2020
30,"I would make sure that we set up national standards as to how to open up schools and open up businesses so they can be safe, and give them the",Biden,Nashville,2020
31,wherewithal and financial resources to be able to do that.,Biden,Nashville,2020
32,"We're in a situation now where the New England Medical Journal — one of the serious, most serious journals in the whole world — said for the first time ever",Biden,Nashville,2020
33,"that this, the way this President has responded to this crisis has been absolutely tragic.",Biden,Nashville,2020
34,"And so folks, I will take care of this, I will end this, I will make sure we have a plan.",Biden,Nashville,2020
35,"President Trump, I'd like to follow up with you and your comments. You talked about taking a therapeutic. I assume you're referencing Regeneron. You also said a vaccine will be coming within weeks.",Moderator,Nashville,2020
36,Is that a guarantee?,Moderator,Nashville,2020
37,"It is not a guarantee but it will be by the end of the year, but I think it has a good chance.",Trump,Nashville,2020
38,"One or two companies, I think, within a matter of weeks, and it will be distributed very quickly.",Trump,Nashville,2020
39,Can you tell us what companies?,Moderator,Nashville,2020
40,"Johnson and Johnson is doing very well. Moderna is doing very well. Pfizer is doing very well, and we have numerous others.",Trump,Nashville,2020
41,"And then we also have others that we're working on very closely with other countries, in particular Europe.",Trump,Nashville,2020
42,"Let me follow up with you, and because this is new information — You have said a vaccine is coming soon, within weeks now.",Moderator,Nashville,2020
43,"Your own officials say it could take well into 2021 at the earliest for enough Americans to get vaccinated, and even then they say the country will be wearing masks and distancing into 2022.",Moderator,Nashville,2020
44,Is your timeline realistic?,Moderator,Nashville,2020
45,"No, I think my timeline is going to be more accurate.",Trump,Nashville,2020
46,"I don't know that they're counting on the military the way I do, but we have our generals lined up, one in particular, that's the head of logistics.",Trump,Nashville,2020
47,And this is a very easy distribution for him.,Trump,Nashville,2020
48,"He's ready to go as soon as we have the vaccine, and we expect to have 100 million vials as soon as we have the vaccine, he's ready to go.",Trump,Nashville,2020
49,"Vice President Biden, your reaction? Just 40% of Americans say they would definitely agree to take a coronavirus vaccine if it was approved by the government.",Moderator,Nashville,2020
50,What steps would you take to give Americans confidence in a vaccine if it were approved?,Moderator,Nashville,2020
51,"Make sure it's totally transparent. Have the scientific world see, know, look at it, go through all the processes.",Biden,Nashville,2020
52,"And by the way, this is the same fellow who told you this is going to end by Easter last time.",Biden,Nashville,2020
53,"This the same fellow who told you that, don't worry, we're going to end this by the summer.",Biden,Nashville,2020
54,"We're about to go into a dark winter, a dark winter, and he has no clear plan and there's no prospect that there's going to be a vaccine available for",Biden,Nashville,2020
55,the majority of the American people before the middle of next year.,Biden,Nashville,2020
56,"President Trump, your reaction? He says you have no plan.",Moderator,Nashville,2020
57,"I don't think it's going to be a dark winter at all. We're opening up our country. We've learned and studied and understand the disease, which we didn't know at the beginning.",Trump,Nashville,2020
58,"When I closed and banned China from coming in heavily infected, and then ultimately Europe, but China was in January — months later he was saying I was xenophobic, I did it too soon.",Trump,Nashville,2020
59,"Now he's saying, 'Oh, I should have, I should have, you know, moved quicker.' But he didn't move quicker; he was months behind me, many months behind me.",Trump,Nashville,2020
60,"And frankly, he ran the H1N1 swine flu, and it was a total disaster. Far less lethal. But it was a total disaster.",Trump,Nashville,2020
61,"Had that had this kind of numbers, 700,000 people would be dead right now, but it was a far less lethal disease.",Trump,Nashville,2020
62,"Look, his own person who ran that for him who, as you know was his chief of staff, said 'It was catastrophic, it was horrible, we didn't know what we",Trump,Nashville,2020
63,were doing.' Now he comes up and he tells us how to do this.,Trump,Nashville,2020
64,"Also everything that he said about the way — every single move that he said we should make — that's what we've done, we've done all of it, but he was way behind us.",Trump,Nashville,2020
65,"Vice President Biden, your response?",Moderator,Nashville,2020
66,"My responses is, he is xenophobic but not because he shut down access from China. And he did it late, after 40 countries had already done that.",Biden,Nashville,2020
67,"In addition to that, what he did, he made sure that we had 44 people that were in there, in China, trying to get to Wuhan to determine what exactly the source was.",Biden,Nashville,2020
68,"What did the President say in January? He said no, he said, this is — he's being transparent, the president of China is being transparent. We owe him a debt of gratitude.",Biden,Nashville,2020
69,"We have to thank him. And then what happened was, we started talking about using the Defense Act, to make sure we go out and get whatever is needed out there to protect people.",Biden,Nashville,2020
70,"And again, I go back to this, he had nothing. He did virtually nothing. And then he gets out of the hospital, and he talks about we're, this is, 'Oh, don't worry.",Biden,Nashville,2020
71,"This is all going to be over soon.' Come on, there's not another serious scientist in the world who thinks it's going to be over soon.",Biden,Nashville,2020
72,"President Trump, your reaction?",Moderator,Nashville,2020
73,I did not say over soon. I say we're learning to live with it. We have no choice. We can't lock ourselves up in a basement like Joe does.,Trump,Nashville,2020
74,"He has the ability to lock himself up. I don't know, he's obviously made a lot of money, someplace, but he has this thing about living in a basement. People can't do that.",Trump,Nashville,2020
75,"By the way, I, as the president, couldn't do that.",Trump,Nashville,2020
76,I'd love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can't do that.,Trump,Nashville,2020
77,"And here's — every, every meeting I had — every meeting I had — and I meet a lot of families, including Gold Star families and military families, every meeting",Trump,Nashville,2020
78,"I had — and I had to meet them, I had to, it would be horrible to have canceled everything. I said, you know, this is dangerous. And you catch it.",Trump,Nashville,2020
79,"And you know, I caught it. I learned a lot. I learned a lot, great doctors, great hospitals. And now, I recovered. 99.9 of young people recover. 99% of people recover. We have to recover.",Trump,Nashville,2020
80,"We can't close up our nation, we have to open our school, and we can't close up our nation, or you're not going to have a nation.",Trump,Nashville,2020
81,"And of course the CDC has said young people can get sick with COVID-19 and can pass it. Vice President Biden, I want to talk broadly about strategy, though.",Moderator,Nashville,2020
82,Can I respond to that?,Biden,Nashville,2020
83,"30 seconds please, and then I have a question.",Moderator,Nashville,2020
84,"Number one. He says that we're, you know, we're learning to live with it. People are learning to die with it. You folks home will have an empty chair at the kitchen table this morning.",Biden,Nashville,2020
85,"That man or wife going to bed tonight and reaching over to try to touch their, out of habit, where their wife or husband was, is gone. Learning to live with it? Come on.",Biden,Nashville,2020
86,"We're dying with it, because he's never said — he said it's dangerous. When's the last time? Is it really dangerous, still? Are we dangerous? Tell the people, is it dangerous now?",Biden,Nashville,2020
87,"What should they do about the danger? And you say, I take no responsibility.",Biden,Nashville,2020
88,Let me talk about —,Moderator,Nashville,2020
89,Excuse me.,Trump,Nashville,2020
90,Very quickly.,Moderator,Nashville,2020
91,"I take full responsibility. It's not my fault that it came here. It's China's fault. You know what, it's not Joe's fault that it came here either. It's China's fault.",Trump,Nashville,2020
92,"They kept it from going into the rest of China, for the most part, but they didn't keep it from coming out to the world including Europe and ourselves.",Trump,Nashville,2020
93,"Vice President Biden. as tracked is that when we knew was coming, when it hit.",Moderator,Nashville,2020
94,"The fact is, when we knew it was coming, when it hit — What happened? What did the President say?",Biden,Nashville,2020
95,"He said don't worry, it's going to go away, it's going to be gone by Easter. Don't worry, the warm weather.",Biden,Nashville,2020
96,"Don't worry, maybe inject bleach — he said he was kidding when he said that, but a lot of people thought it was serious. A whole range of things the President said.",Biden,Nashville,2020
97,"And even today, he thinks we are in control. We're about to lose 200,000 more people",Biden,Nashville,2020
98,President Trump.,Moderator,Nashville,2020
99,"Look, perhaps just to finish this, I was kidding on that but just to finish this. When I closed, he said, I shouldn't have closed. And that went on for months.",Trump,Nashville,2020
100,"What Nancy Pelosi said the same thing. She was dancing on the streets in Chinatown in San Francisco. But when I closed, he said, this is a terrible thing. You're xenophobic.",Trump,Nashville,2020
101,"I think he called me racist, even, and because I was closing it to China. Now he says I should have closed it earlier. It just Joe, it doesn't —",Trump,Nashville,2020
102,I didn't say either of those things.,Biden,Nashville,2020
103,You certainly did.,Trump,Nashville,2020
104,I talked about his xenophobia in a different context. It wasn't about closing the border to Chinese coming to the United States.,Biden,Nashville,2020
105,"All right, I want to talk about both of your different strategies to handling this.",Moderator,Nashville,2020
106,He thought I shouldn't have closed the border. That's obvious.,Trump,Nashville,2020
107,"Do you wanna respond to that quickly, vice president?",Moderator,Nashville,2020
108,No.,Biden,Nashville,2020
109,"OK, let's talk about your different strategies toward dealing with this. Mr. Vice President, you suggested you would support new shutdowns if scientists recommended it.",Moderator,Nashville,2020
110,"What do you say to Americans who are fearful that the cost of shutdowns, the impact on the economy, the higher rates of hunger depression, domestic and substance abuse, outweighs",Moderator,Nashville,2020
111,the risk of exposure to the virus?,Moderator,Nashville,2020
112,"What I would say is I'm going to shut down the virus, not the country.",Biden,Nashville,2020
113,"It's his ineptitude that caused the country to have to shut down in large part — why businesses have gone under, why schools are closed, why so many people have",Biden,Nashville,2020
114,lost their living and why they're concerned. Those other concerns are real.,Biden,Nashville,2020
115,That's why he should have been — instead of in a sand trap at his golf course — he should have been negotiating with Nancy Pelosi and the rest of,Biden,Nashville,2020
116,the Democrats and Republicans about what to do about the acts they were passing for billions of dollars to make sure people had the capacity.,Biden,Nashville,2020
117,You haven't ruled out more shutdowns,Moderator,Nashville,2020
118,"Oh no, I'm not shutting down the nation but there are, look, they need standards.",Biden,Nashville,2020
119,"The standard is, if you have a reproduction rate in a community that's above a certain level, everybody says, slow up. More social distancing. Do not open bars and do not open gymnasiums.",Biden,Nashville,2020
120,"Do not open until you get this under control, under more control. But when you do open, give the people the capacity to be able to open and have the capacity to do it safely.",Biden,Nashville,2020
121,"For example schools — schools, they need a lot of money to open.",Biden,Nashville,2020
122,"They need to deal with ventilation systems, they need to deal with smaller classes, more teacher, more pods, and he's refused to support that money, or at least up to now",Biden,Nashville,2020
123,Let's talk about schools. President Trump —,Moderator,Nashville,2020
124,"Well, I think we have to respond, if I might.",Trump,Nashville,2020
125,"Please, and then I have a follow up.",Moderator,Nashville,2020
126,"Thank you, and I appreciate that. Look, all he does is talk about shutdowns but forget about him.",Trump,Nashville,2020
127,"His democrat governors — Cuomo in New York, you look at what's going on in California, you look at Pennsylvania, North Carolina, Democrats, Democrats all — they are shut down so tight, and they're dying.",Trump,Nashville,2020
128,"They're dying. And he supports all these people. All he talks about is shutdowns No, we're not going to shut down, and we have to open our schools.",Trump,Nashville,2020
129,"And it's like, as an example, I have a young son. He also tested positive. By the time I spoke to the doctor, the second time, he was fine, it just went away.",Trump,Nashville,2020
130,"Young people, I guess it's their immune system.",Trump,Nashville,2020
131,"Let me follow up, President Trump. You've demanded schools open in person and insisted they can do it safely.",Moderator,Nashville,2020
132,"But just yesterday, Boston became the latest city to move its public school system entirely online after a coronavirus spike.",Moderator,Nashville,2020
133,"What is your message to parents who worry that sending their children to school will endanger not only their kids, but also their teachers and families?",Moderator,Nashville,2020
134,"I want to open the schools. The transmittal rate to the teachers is very small, but I want to open the schools. We have to open our country. We're not going to have a country.",Trump,Nashville,2020
135,"You can't do this, we can't keep this country closed. It is a massive country with a massive economy. People are losing their jobs, they're committing suicide.",Trump,Nashville,2020
136,"There's depression, alcohol, drugs at a level that nobody's ever seen before. There's abuse, tremendous abuse. We have to open our country.",Trump,Nashville,2020
137,"You know I've said it often — the cure cannot be worse than the problem itself, and that's what's happening, and he wants to close down.",Trump,Nashville,2020
138,"He'll close down the country if one person in our, in our massive bureaucracy says we should close it down.",Trump,Nashville,2020
139,"Vice President Biden, your —",Moderator,Nashville,2020
140,"Simply not true. We're gonna be able to walk and chew gum at the same time. We ought to be able to safely open, but we need resources to open.",Biden,Nashville,2020
141,"You need to be able to, for example, if you're gonna open a business, have social distancing within the business.",Biden,Nashville,2020
142,"You need to have, if you have a restaurant, you need to have plexiglass dividers so people cannot infect one another.",Biden,Nashville,2020
143,"You need to be in a position where you can take testing rapidly and know whether a person is, in fact, infected. You need to be able to trace.",Biden,Nashville,2020
144,You need to be able to provide all the resources that are needed to do this and that is not inconsistent with saying that we're going to make sure that we open safely.,Biden,Nashville,2020
145,"And by the way, all you teachers out there — not that many of you are going to die, so don't worry about it. Don't worry about it. Come on.",Biden,Nashville,2020
146,"President Trump, let me follow up with you quickly.",Moderator,Nashville,2020
147,"I will say this, if you go and look at what's happened to New York, ut's a ghost town. It's a ghost town.",Trump,Nashville,2020
148,"And when you talk about plexiglas — these are restaurants that are dying. These are businesses with no money. Putting the plexiglas is unbelievably expensive, and it's not the answer.",Trump,Nashville,2020
149,"I mean, you're going to sit there in a cubicle wrapped around with plastic?",Trump,Nashville,2020
150,"These are businesses that are dying, Joe, you can't do that to people, which again, take a look at New York and what's happened to my wonderful city. For so many years, I loved it.",Trump,Nashville,2020
151,It was vibrant. It's dying. Everyone's leaving New York.,Trump,Nashville,2020
152,Vice President.,Moderator,Nashville,2020
153,"Take a look what New York has done in terms of turning the curve down, in terms of the number of people dying.",Biden,Nashville,2020
154,"And I don't look at this in terms of what he does, blue states and red states. They're all the United States.",Biden,Nashville,2020
155,And look at the states that are having such a spike in the coronavirus. They're the red states.,Biden,Nashville,2020
156,"They are the states in the Midwest, they are the states in the upper Midwest, that's where the spike is occurring significantly, but they're all Americans.",Biden,Nashville,2020
157,"They're all Americans and what we have to do is say, wear these masks, number one, make sure we get the help that the businesses need. The money's already been passed to do that.",Biden,Nashville,2020
158,It's been out there since the beginning of this summer and nothing's happened.,Biden,Nashville,2020
159,"New York has lost more than 40,000 people. 11,000 people in nursing.",Trump,Nashville,2020
160,"President Trump, what about —",Moderator,Nashville,2020
161,"When you say spike, take a look at what's happening in Pennsylvania, where they've had it closed.",Trump,Nashville,2020
162,"Take a look at what's happening with your friend in Michigan, where her husband's the only one allowed to do anything. It's been like a prison. Now it was just ruled unconstitutional.",Trump,Nashville,2020
163,"Take a look at North Carolina. They're having spikes and they've been closed, and they're getting killed financially. We can't let that happen, Joe, you can't let that happen.",Trump,Nashville,2020
164,"We have to open up and we understand that disease, we have to protect our seniors, we have to protect our elderly, we have to protect, especially, our seniors with",Trump,Nashville,2020
165,"heart problems and diabetes problems, and we will protect them. We have the best testing in the world by far. That's why we have so many cases.",Trump,Nashville,2020
166,"Let me follow up with you before we move on to our next section. President Trump, this week you called Dr.",Moderator,Nashville,2020
167,"Anthony Fauci, the nation's best known infectious disease expert, ""a disaster."" You described him and other medical experts as ""idiots."" If you're not listening to them, who are you listening to?",Moderator,Nashville,2020
168,"I'm listening to all of them, including Anthony. I get along very well with Anthony.",Trump,Nashville,2020
169,"But he did say, 'don't wear masks.' He did say, as you know, 'this is not going to be a problem.' I think he's a Democrat, but that's okay.",Trump,Nashville,2020
170,"He said, 'this is not going to be a problem. We are not going to have a problem at all.' When Joe says that, I said — Anthony Fauci said and others and many others.",Trump,Nashville,2020
171,"And I'm not knocking him. Nobody knew. Look, nobody knew what this thing was, nobody knew where it was coming from, what it was.",Trump,Nashville,2020
172,"We've learned a lot, but Anthony said, 'don't wear masks.' Now he wants to wear masks.",Trump,Nashville,2020
173,"Anthony also said, if you look back, exact words, here's his exact words: 'This is no problem, this is going to go away soon.' So he's allowed to make mistakes,",Trump,Nashville,2020
174,he happens to be a good person.,Trump,Nashville,2020
175,"Vice President Biden, your response, quickly and then we're going to move on to the next section.",Moderator,Nashville,2020
176,My response is think about what the President knew in January and didn't tell the American people.,Biden,Nashville,2020
177,"He was told this was a serious virus that spread in the air, and it was much worse than — much worse — than the flu.",Biden,Nashville,2020
178,"He went on record and said to one of your colleagues, recorded, that in fact he knew how dangerous it was but he didn't want to tell us, didn't want",Biden,Nashville,2020
179,to tell us because he didn't want us to panic. He didn't want us — Americans don't panic. He panicked.,Biden,Nashville,2020
180,"Well, guess what, in the meantime, we find out in the New York Times the other day that in fact, his folks went to Wall Street and said, 'this is",Biden,Nashville,2020
181,"a really dangerous thing,' and a memo out of that meeting — not from his administration, but from some of the brokers — had said, 'sell short, because we gotta",Biden,Nashville,2020
182,get moving. It's a dangerous problem.',Biden,Nashville,2020
183,Well this is —,Trump,Nashville,2020
184,I'm going to give you 30 seconds to respond and then we're gonna move on.,Moderator,Nashville,2020
185,"I don't know if somebody went to Wall Street. You're the one that takes all the money from Wall Street. I don't take it. You have raised a lot of money, tremendous amounts of money.",Trump,Nashville,2020
186,"And every time you raise money, deals are made. I could raise so much more money.",Trump,Nashville,2020
187,"As president and as somebody that knows most of those people, I could call the heads of Wall Street, the heads of every company in America, I would blow away every record.",Trump,Nashville,2020
188,But I don't want to do that because it puts me in a bad position. And then you bring up Wall Street? You shouldn't be bringing up Wall Street.,Trump,Nashville,2020
189,"Because you're the one that takes the money from Wall Street, not me. I could blow away your records like you wouldn't believe. We don't need money. We have plenty of money.",Trump,Nashville,2020
190,"In fact, we beat Hillary Clinton with a tiny fraction of the money that she was able to get. Don't tell me about wall street.",Trump,Nashville,2020
191,"All right, gentlemen, we're gonna move on.",Moderator,Nashville,2020
192,"Average contribution, $43.",Biden,Nashville,2020
193,"All right, we're gonna move on to our next section which is national security. And I do want to start with the security of our elections and some breaking news from overnight.",Moderator,Nashville,2020
194,"Just last night, top intelligence officials confirmed again that both Russia and Iran are working to influence this election.",Moderator,Nashville,2020
195,"Both countries have obtained U.S. voter registration information, these officials say, and Iran sent intimidating messages to Florida voters. This question goes to you, Mr.",Moderator,Nashville,2020
196,"Vice President, what would you do to put an end to this threat? You have two minutes, uninterrupted.",Moderator,Nashville,2020
197,"I made it clear. And I asked everyone else to take the pledge. I made it clear that any country, no matter who it is, that interferes in American elections will pay a price.",Biden,Nashville,2020
198,"They will pay the price. It has been overwhelmingly clear in this election — I won't even get into the last one — this election, that Russia has been involved.",Biden,Nashville,2020
199,"China has been involved to some degree, and now we learned that, that Iran is involved. They will pay a price if I'm elected. Interfering with American sovereignty. That's what's going on right now.",Biden,Nashville,2020
200,"They're interfering with American sovereignty. And to the best of my knowledge, I don't think the President said anything to Putin about it. I don't think he's talking a lot.",Biden,Nashville,2020
201,"I don't think he said a word. I don't know why he hasn't said a word to Putin about it. And I don't know what he has recently said, if anything, to the Iranians.",Biden,Nashville,2020
202,"My guess is he'd probably be more outspoken with regard to the Iranians. But the point is this, folks.",Biden,Nashville,2020
203,We are in a situation where we have foreign countries trying to interfere in the outcome of our election.,Biden,Nashville,2020
204,"His own national security advisor told him that what is happening with his buddy — well, I won't, I shouldn't — I will — his buddy Rudy Giuliani. He's being used as a Russian pawn.",Biden,Nashville,2020
205,"He's being fed information that is Russian, that is not true. And then what happens? Nothing happens.",Biden,Nashville,2020
206,And then you find out that everything is going on here about Russia is wanting to make sure that I do not get elected the next President of the United,Biden,Nashville,2020
207,"States because they know I know them, and they know me.",Biden,Nashville,2020
208,"I don't understand why this President is unwilling to take on Putin when he's actually paying bounties to kill American soldiers in Afghanistan, when he's engaged in activities that are",Biden,Nashville,2020
209,trying to destabilize all of NATO. I don't know why he doesn't do it but it's worth asking the question. Why isn't that being done?,Biden,Nashville,2020
210,"Any country that interferes with us will, in fact, pay a price because they're affecting our sovereignty.",Biden,Nashville,2020
211,"President Trump, same question to you. Let me, let me ask the question. You're gonna have two minutes to respond for two elections in a row now there has been substantial interference from foreign adversaries.",Moderator,Nashville,2020
212,"What would you do in your next term to put an end to this? Two minutes, uninterrupted.",Moderator,Nashville,2020
213,"Well, let me respond to the first part, as Joe answered. Joe got three and a half million dollars from Russia.",Trump,Nashville,2020
214,"And it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow's wife. He got three and a half million dollars.",Trump,Nashville,2020
215,"Your family got three and a half million dollars and you know someday, you're gonna have to explain — why did you get three and a half? I never got any money from Russia.",Trump,Nashville,2020
216,I don't get money from Russia.,Trump,Nashville,2020
217,"Now, about your thing last night, I knew all about that, and through John — who is John Radcliffe, who is a fantastic DNI — he said, the one thing",Trump,Nashville,2020
218,"that's common to both of them, they both want you to lose. Because there has been nobody tougher to Russia. Between the sanctions, nobody tougher than me on Russia.",Trump,Nashville,2020
219,Between the sanctions between all of what I've done with NATO.,Trump,Nashville,2020
220,"You know, I've got the NATO countries to put up an extra 130 billion, going to $420 billion a year, that's to guard against Russia.",Trump,Nashville,2020
221,"I sold — while he was selling pillows and sheets — I sold tank busters to Ukraine. There has been nobody tougher on Russia than Donald Trump. And I'll tell you, they were so bad.",Trump,Nashville,2020
222,"They took over the, the submarine port. You remember that very well during your term, during you and Barack Obama. They took over a big part of what should have been Ukraine.",Trump,Nashville,2020
223,You handed it to them. But you were getting a lot of money from Russia.,Trump,Nashville,2020
224,"They were paying you a lot of money and they probably still are, but now, with what came out today, it's even worse. All of the emails, the emails are horrible.",Trump,Nashville,2020
225,"The emails of the kind of money that you were raking in, you and your family. And Joe, you were vice president when some of this was happening. And it should have never happened.",Trump,Nashville,2020
226,And I think you owe an explanation to the American people.,Trump,Nashville,2020
227,"Why is it, somebody just had a news conference a little while ago, who was essentially supposed to work with you and your family, but what he said was damning.",Trump,Nashville,2020
228,"And regardless of me, I think you have to clean it up and talk to the American people. Maybe you can do it right now.",Trump,Nashville,2020
229,"Vice President Biden, you may respond to follow up on the election security.",Moderator,Nashville,2020
230,I have not taken a penny from any foreign source ever in my life.,Biden,Nashville,2020
231,"We learn that this President paid 50 times the tax in China, as a secret bank account with China, does business in China, and in fact, is talking about me taking money?",Biden,Nashville,2020
232,"I have not taken a single penny from any country whatsoever, ever, number one. Number two, this is a president — I have released all of my tax returns. 22 years.",Biden,Nashville,2020
233,Go look at them. 22 years of my tax return. You have not released a single solitary year of your tax return. What are you hiding? Why are you unwilling?,Biden,Nashville,2020
234,"The foreign countries are paying you a lot. Russia is paying you a lot. China is paying a lot. And your hotels and all your businesses all around the country, all around the world.",Biden,Nashville,2020
235,And China's building a new road to a new gas… a golf course you have overseas. So what's going on here? Why don't you release your tax return or stop talking about corruption?,Biden,Nashville,2020
236,"President Trump, your response.",Moderator,Nashville,2020
237,"First of all, I called my accounts — under audit. I'm going to release them as soon as we can.",Trump,Nashville,2020
238,"I want to do it, and it will show how successful, how great this company is. But much more importantly than that, people were saying $750.",Trump,Nashville,2020
239,"I asked them a week ago, I said, what did I pay? They said, sir, you pre-paid tens of millions of dollars. I prepaid my tax. Tens. Over the last number of years.",Trump,Nashville,2020
240,"Tens of millions of dollars, I prepaid, because at some point, they think, it's an estimate. They think I may have to pay tax. So, I already prepaid it. Nobody told me that.",Trump,Nashville,2020
241,Did your accountant tell you —,Moderator,Nashville,2020
242,"Excuse me. And it wasn't written whenever they write this. They keep talking about $750, which I think is a filing fee.",Trump,Nashville,2020
243,"But let me just tell you, I prepaid millions and millions of dollars in taxes, number one. Number two, I don't make money from China, you do. I don't make money from Ukraine, you do.",Trump,Nashville,2020
244,"I don't make money from Russia. You made three and a half million dollars, Joe, and your son gave you. They even have a statement that we have to give 10% to the big man.",Trump,Nashville,2020
245,"You're the big man, I think. I don't know, maybe you're not. But you're the big man, I think. You son said that we have to give 10% to the big man.",Trump,Nashville,2020
246,"Joe, what's that all about? It's terrible.",Trump,Nashville,2020
247,"All right, gentlemen, I want to ask you both some questions about all of this. I'm gonna let you both respond, very quickly.",Moderator,Nashville,2020
248,You just said you spoke to your accountant about potentially releasing your taxes. Did he tell you when you can release them?,Moderator,Nashville,2020
249,Do you have a deadline for when you're going to release them to the American people?,Moderator,Nashville,2020
250,"I get treated worse than the Tea Party got treated. A lot of people in there, deep down in the IRS, they treat me horribly.",Trump,Nashville,2020
251,"We made a deal, it was all settled, until I decided to run for president. I get treated very badly by the IRS, very unfairly, but we had a deal all done.",Trump,Nashville,2020
252,"As soon as we're completed with the deal, I want to release it. But I have paid millions and millions of dollars. And it's worse than paying. I paid in advance.",Trump,Nashville,2020
253,It's called prepaying your taxes. I paid.,Trump,Nashville,2020
254,I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly.,Moderator,Nashville,2020
255,At some point I want to respond.,Biden,Nashville,2020
256,"Respond very quickly, and then I'll get to my question.",Moderator,Nashville,2020
257,"Why do he — He's been saying this for four years. Show us. Just show us. Stop playing around. You've been saying for four years you're going to release your taxes. Nobody knows, Mr.",Biden,Nashville,2020
258,"President, they do know is you're not paying your taxes or you're paying taxes that are so low.",Biden,Nashville,2020
259,"When last time he said what he paid, he said, 'I only pay that little because I'm smart. I know how to game the system.' Come on, come on, folks.",Biden,Nashville,2020
260,"Quickly, President Trump, and then I want to get to two questions to both of you.",Moderator,Nashville,2020
261,I was put through a phony witch hunt for three years. It started before I even got elected. They spied on my campaign. No president should ever have to go through what I went through.,Trump,Nashville,2020
262,"Let me just say this. Mueller and 18 angry Democrats, and FBI agents all over the place spent, $48 million.",Trump,Nashville,2020
