SpeechID,Speech,Speaker,Location,Year
45,"New companies will start. And I look very, very much forward to doing it. We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs.",Trump,Hempstead,2016
46,"Secretary Clinton, would you like to respond?",Moderator,Hempstead,2016
47,"Well, I think that trade is an important issue. Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent.",Clinton,Hempstead,2016
48,"And we need to have smart, fair trade deals. We also, though, need to have a tax system that rewards work and not just financial transactions.",Clinton,Hempstead,2016
49,And the kind of plan that Donald has put forth would be trickle-down economics all over again.,Clinton,Hempstead,2016
50,"In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had.",Clinton,Hempstead,2016
51,"I call it trumped-up trickle-down, because that's exactly what it would be. That is not how we grow the economy.",Clinton,Hempstead,2016
52,"We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes. I think we come at it from somewhat different perspectives.",Clinton,Hempstead,2016
53,"I understand that. You know, Donald was very fortunate in his life, and that's all to his benefit.",Clinton,Hempstead,2016
54,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.",Clinton,Hempstead,2016
55,I don't buy that. I have a different experience. My father was a small-businessman. He worked really hard.,Clinton,Hempstead,2016
56,"He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going.",Clinton,Hempstead,2016
57,"And so what I believe is the more we can do for the middle class, the more we can invest in you, your education, your skills, your future, the better",Clinton,Hempstead,2016
58,we will be off and the better we'll grow. That's the kind of economy I want us to see again.,Clinton,Hempstead,2016
59,"Let me follow up with Mr. Trump, if you can. You've talked about creating 25 million jobs, and you've promised to bring back millions of jobs for Americans.",Moderator,Hempstead,2016
60,"How are you going to bring back the industries that have left this country for cheaper labor overseas? How, specifically, are you going to tell American manufacturers that you have to come back?",Moderator,Hempstead,2016
61,"Well, for one thing—and before we start on that—my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions",Trump,Hempstead,2016
62,"of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs. Our country's in deep trouble.",Trump,Hempstead,2016
63,"We don't know what we're doing when it comes to devaluations and all of these countries all over the world, especially China. They're the best, the best ever at it.",Trump,Hempstead,2016
64,"What they're doing to us is a very, very sad thing. So we have to do that. We have to renegotiate our trade deals.",Trump,Hempstead,2016
65,"And, Lester, they're taking our jobs, they're giving incentives, they're doing things that, frankly, we don't do. Let me give you the example of Mexico. They have a VAT tax. We're on a different system.",Trump,Hempstead,2016
66,"When we sell into Mexico, there's a tax. When they sell in—automatic, 16 percent, approximately. When they sell into us, there's no tax. It's a defective agreement.",Trump,Hempstead,2016
67,"It's been defective for a long time, many years, but the politicians haven't done anything about it. Now, in all fairness to Secretary Clinton—yes, is that OK? Good. I want you to be very happy.",Trump,Hempstead,2016
68,"It's very important to me. But in all fairness to Secretary Clinton, when she started talking about this, it was really very recently. She's been doing this for 30 years.",Trump,Hempstead,2016
69,"And why hasn't she made the agreements better? The NAFTA agreement is defective. Just because of the tax and many other reasons, but just because of the fact...",Trump,Hempstead,2016
70,"Let me interrupt just a moment, but...",Moderator,Hempstead,2016
71,"Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement. They should have been doing this for years.",Trump,Hempstead,2016
72,"What's happened to our jobs and our country and our economy generally is—look, we owe $20 trillion. We cannot do it any longer, Lester.",Trump,Hempstead,2016
73,"Back to the question, though. How do you bring back—specifically bring back jobs, American manufacturers? How do you make them bring the jobs back?",Moderator,Hempstead,2016
74,"Well, the first thing you do is don't let the jobs leave. The companies are leaving. I could name, I mean, there are thousands of them.",Trump,Hempstead,2016
75,"They're leaving, and they're leaving in bigger numbers than ever. And what you do is you say, fine, you want to go to Mexico or some other country, good luck.",Trump,Hempstead,2016
76,We wish you a lot of luck.,Trump,Hempstead,2016
77,"But if you think you're going to make your air conditioners or your cars or your cookies or whatever you make and bring them into our country without a tax, you're wrong.",Trump,Hempstead,2016
78,"And once you say you're going to have to tax them coming in, and our politicians never do this, because they have special interests and the special interests want those",Trump,Hempstead,2016
79,"companies to leave, because in many cases, they own the companies. So what I'm saying is, we can stop them from leaving. We have to stop them from leaving. And that's a big, big factor.",Trump,Hempstead,2016
80,Let me let Secretary Clinton get in here.,Moderator,Hempstead,2016
81,"Well, let's stop for a second and remember where we were eight years ago. We had the worst financial crisis, the Great Recession, the worst since the 1930s.",Clinton,Hempstead,2016
82,"That was in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.",Clinton,Hempstead,2016
83,"In fact, Donald was one of the people who rooted for the housing crisis.",Clinton,Hempstead,2016
84,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money."" Well, it did collapse.",Clinton,Hempstead,2016
85,"That's called business, by the way.",Trump,Hempstead,2016
86,"Nine million people—nine million people lost their jobs. Five million people lost their homes. And $13 trillion in family wealth was wiped out. Now, we have come back from that abyss.",Clinton,Hempstead,2016
87,And it has not been easy.,Clinton,Hempstead,2016
88,"So we're now on the precipice of having a potentially much better economy, but the last thing we need to do is to go back to the policies that failed us in the first place.",Clinton,Hempstead,2016
89,"Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt",Clinton,Hempstead,2016
90,"by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have",Clinton,Hempstead,2016
91,another recession.,Clinton,Hempstead,2016
92,"They've looked at my plans and they've said, OK, if we can do this, and I intend to get it done, we will have 10 million more new jobs, because",Clinton,Hempstead,2016
93,we will be making investments where we can grow the economy. Take clean energy. Some country is going to be the clean- energy superpower of the 21st century.,Clinton,Hempstead,2016
94,Donald thinks that climate change is a hoax perpetrated by the Chinese. I think it's real.,Clinton,Hempstead,2016
95,I did not. I did not. I do not say that.,Trump,Hempstead,2016
96,I think science is real.,Clinton,Hempstead,2016
97,I do not say that.,Trump,Hempstead,2016
98,"And I think it's important that we grip this and deal with it, both at home and abroad. And here's what we can do. We can deploy a half a billion more solar panels.",Clinton,Hempstead,2016
99,We can have enough clean energy to power every home. We can build a new modern electric grid. That's a lot of jobs; that's a lot of new economic activity.,Clinton,Hempstead,2016
100,"So I've tried to be very specific about what we can and should do, and I am determined that we're going to get the economy really moving again, building on",Clinton,Hempstead,2016
101,"the progress we've made over the last eight years, but never going back to what got us in trouble in the first place.",Clinton,Hempstead,2016
102,Mr. Trump?,Moderator,Hempstead,2016
103,"She talks about solar panels. We invested in a solar company, our country. That was a disaster. They lost plenty of money on that one.",Trump,Hempstead,2016
104,"Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work. Our energy policies are a disaster.",Trump,Hempstead,2016
105,"Our country is losing so much in terms of energy, in terms of paying off our debt. You can't do what you're looking to do with $20 trillion in debt.",Trump,Hempstead,2016
106,"The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it.",Trump,Hempstead,2016
107,"He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact. So I will tell you this. We have to do a much better job at keeping our jobs.",Trump,Hempstead,2016
108,"And we have to do a much better job at giving companies incentives to build new companies or to expand, because they're not doing it.",Trump,Hempstead,2016
109,"And all you have to do is look at Michigan and look at Ohio and look at all of these places where so many of their jobs and their companies are just leaving, they're gone.",Trump,Hempstead,2016
110,"And, Hillary, I'd just ask you this. You've been doing this for 30 years. Why are you just thinking about these solutions right now?",Trump,Hempstead,2016
111,"For 30 years, you've been doing it, and now you're just starting to think of solutions.",Trump,Hempstead,2016
112,"Well, actually...",Clinton,Hempstead,2016
113,I will bring—excuse me. I will bring back jobs. You can't bring back jobs.,Trump,Hempstead,2016
114,"Well, actually, I have thought about this quite a bit.",Clinton,Hempstead,2016
115,"Yeah, for 30 years.",Trump,Hempstead,2016
116,"And I have—well, not quite that long. I think my husband did a pretty good job in the 1990s. I think a lot about what worked and how we can make it work again...",Clinton,Hempstead,2016
117,"Well, he approved NAFTA...",Trump,Hempstead,2016
118,"... million new jobs, a balanced budget...",Clinton,Hempstead,2016
119,"He approved NAFTA, which is the single worst trade deal ever approved in this country.",Trump,Hempstead,2016
120,"Incomes went up for everybody. Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.",Clinton,Hempstead,2016
121,"When I was in the Senate, I had a number of trade deals that came before me, and I held them all to the same test. Will they create jobs in America?",Clinton,Hempstead,2016
122,"Will they raise incomes in America? And are they good for our national security? Some of them I voted for. The biggest one, a multinational one known as CAFTA, I voted against.",Clinton,Hempstead,2016
123,And because I hold the same standards as I look at all of these trade deals. But let's not assume that trade is the only challenge we have in the economy.,Clinton,Hempstead,2016
124,"I think it is a part of it, and I've said what I'm going to do. I'm going to have a special prosecutor.",Clinton,Hempstead,2016
125,"We're going to enforce the trade deals we have, and we're going to hold people accountable. When I was secretary of state, we actually increased American exports globally 30 percent.",Clinton,Hempstead,2016
126,We increased them to China 50 percent. So I know how to really work to get new jobs and to get exports that helped to create more new jobs.,Clinton,Hempstead,2016
127,Very quickly...,Moderator,Hempstead,2016
128,But you haven't done it in 30 years or 26 years or any number you want to...,Trump,Hempstead,2016
129,"Well, I've been a senator, Donald...",Clinton,Hempstead,2016
130,You haven't done it. You haven't done it.,Trump,Hempstead,2016
131,And I have been a secretary of state...,Clinton,Hempstead,2016
132,Excuse me.,Trump,Hempstead,2016
133,And I have done a lot...,Clinton,Hempstead,2016
134,"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.",Trump,Hempstead,2016
135,"Well, that's your opinion. That is your opinion.",Clinton,Hempstead,2016
136,"You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent.",Trump,Hempstead,2016
137,"NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country. And now you want to approve Trans-Pacific Partnership. You were totally in favor of it.",Trump,Hempstead,2016
138,"Then you heard what I was saying, how bad it is, and you said, I can't win that debate.",Trump,Hempstead,2016
139,"But you know that if you did win, you would approve that, and that will be almost as bad as NAFTA. Nothing will ever top NAFTA.",Trump,Hempstead,2016
140,"Well, that is just not accurate. I was against it once it was finally negotiated and the terms were laid out. I wrote about that in...",Clinton,Hempstead,2016
141,You called it the gold standard.,Trump,Hempstead,2016
142,You called it the gold standard of trade deals. You said it's the finest deal you've ever seen.,Trump,Hempstead,2016
143,No.,Clinton,Hempstead,2016
144,"And then you heard what I said about it, and all of a sudden you were against it.",Trump,Hempstead,2016
145,"Well, Donald, I know you live in your own reality, but that is not the facts. The facts are—I did say I hoped it would be a good deal, but when it was negotiated...",Clinton,Hempstead,2016
146,Not.,Trump,Hempstead,2016
147,"... which I was not responsible for, I concluded it wasn't. I wrote about that in my book...",Clinton,Hempstead,2016
148,So is it President Obama's fault?,Trump,Hempstead,2016
149,... before you even announced.,Clinton,Hempstead,2016
150,Is it President Obama's fault?,Trump,Hempstead,2016
151,"Look, there are differences...",Clinton,Hempstead,2016
152,"Secretary, is it President Obama's fault?",Trump,Hempstead,2016
153,There are...,Clinton,Hempstead,2016
154,Because he's pushing it.,Trump,Hempstead,2016
155,"There are different views about what's good for our country, our economy, and our leadership in the world.",Clinton,Hempstead,2016
156,And I think it's important to look at what we need to do to get the economy going again.,Clinton,Hempstead,2016
157,"That's why I said new jobs with rising incomes, investments, not in more tax cuts that would add $5 trillion to the debt.",Clinton,Hempstead,2016
158,But you have no plan.,Trump,Hempstead,2016
159,"But in—oh, but I do.",Clinton,Hempstead,2016
160,"Secretary, you have no plan.",Trump,Hempstead,2016
161,"In fact, I have written a book about it. It's called ""Stronger Together."" You can pick it up tomorrow at a bookstore...",Clinton,Hempstead,2016
162,That's about all you've...,Trump,Hempstead,2016
163,"Folks, we're going to...",Moderator,Hempstead,2016
164,... or at an airport near you.,Clinton,Hempstead,2016
165,We're going to move to...,Moderator,Hempstead,2016
166,"But it's because I see this—we need to have strong growth, fair growth, sustained growth. We also have to look at how we help families balance the responsibilities at home and the responsibilities at business.",Clinton,Hempstead,2016
167,So we have a very robust set of plans.,Clinton,Hempstead,2016
168,"And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs, and explode the debt which would have a recession.",Clinton,Hempstead,2016
169,You are going to approve one of the biggest tax cuts in history. You are going to approve one of the biggest tax increases in history. You are going to drive business out.,Trump,Hempstead,2016
170,"Your regulations are a disaster, and you're going to increase regulations all over the place. And by the way, my tax cut is the biggest since Ronald Reagan. I'm very proud of it.",Trump,Hempstead,2016
171,"It will create tremendous numbers of new jobs. But regulations, you are going to regulate these businesses out of existence. When I go around—Lester, I tell you this, I've been all over.",Trump,Hempstead,2016
172,"And when I go around, despite the tax cut, the thing—the things that business as in people like the most is the fact that I'm cutting regulation.",Trump,Hempstead,2016
173,"You have regulations on top of regulations, and new companies cannot form and old companies are going out of business. And you want to increase the regulations and make them even worse.",Trump,Hempstead,2016
174,"I'm going to cut regulations. I'm going to cut taxes big league, and you're going to raise taxes big league, end of story.",Trump,Hempstead,2016
175,"Let me get you to pause right there, because we're going to move into—we're going to move into the next segment. We're going to talk taxes...",Moderator,Hempstead,2016
176,That can't—that can't be left to stand.,Clinton,Hempstead,2016
177,Please just take 30 seconds and then we're going to go on.,Moderator,Hempstead,2016
178,"I kind of assumed that there would be a lot of these charges and claims, and so...",Clinton,Hempstead,2016
179,Facts.,Trump,Hempstead,2016
180,"So we have taken the home page of my website, HillaryClinton.com, and we've turned it into a fact-checker.",Clinton,Hempstead,2016
181,"So if you want to see in real-time what the facts are, please go and take a look. Because what I have proposed...",Clinton,Hempstead,2016
182,"And take a look at mine, also, and you'll see.",Trump,Hempstead,2016
183,"... would not add a penny to the debt, and your plans would add $5 trillion to the debt. What I have proposed would cut regulations and streamline them for small businesses.",Clinton,Hempstead,2016
184,"What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy.",Clinton,Hempstead,2016
185,And I think it's time that the wealthy and corporations paid their fair share to support this country.,Clinton,Hempstead,2016
186,"Well, you just opened the next segment.",Moderator,Hempstead,2016
187,"Well, could I just finish—I think I...",Trump,Hempstead,2016
188,I'm going to give you a chance right here...,Moderator,Hempstead,2016
189,"I think I should—you go to her website, and you take a look at her website.",Trump,Hempstead,2016
190,... with a new 15-minute segment...,Moderator,Hempstead,2016
191,She's going to raise taxes $1.3 trillion.,Trump,Hempstead,2016
192,"Mr. Trump, I'm going to...",Moderator,Hempstead,2016
193,And look at her website. You know what? It's no difference than this. She's telling us how to fight ISIS. Just go to her website. She tells you how to fight ISIS on her website.,Trump,Hempstead,2016
194,I don't think General Douglas MacArthur would like that too much.,Trump,Hempstead,2016
195,"The next segment, we're continuing...",Moderator,Hempstead,2016
196,"Well, at least I have a plan to fight ISIS.",Clinton,Hempstead,2016
197,... achieving prosperity...,Moderator,Hempstead,2016
198,"No, no, you're telling the enemy everything you want to do.",Trump,Hempstead,2016
199,"No, we're not. No, we're not.",Clinton,Hempstead,2016
200,"See, you're telling the enemy everything you want to do. No wonder you've been fighting—no wonder you've been fighting ISIS your entire adult life.",Trump,Hempstead,2016
201,"That's a—that's—go to the—please, fact checkers, get to work.",Clinton,Hempstead,2016
202,"OK, you are unpacking a lot here. And we're still on the issue of achieving prosperity. And I want to talk about taxes. The fundamental difference between the two of you concerns the wealthy.",Moderator,Hempstead,2016
203,"Secretary Clinton, you're calling for a tax increase on the wealthiest Americans. I'd like you to further defend that. And, Mr. Trump, you're calling for tax cuts for the wealthy.",Moderator,Hempstead,2016
204,"I'd like you to defend that. And this next two-minute answer goes to you, Mr. Trump.",Moderator,Hempstead,2016
205,"Well, I'm really calling for major jobs, because the wealthy are going create tremendous jobs. They're going to expand their companies. They're going to do a tremendous job.",Trump,Hempstead,2016
206,"I'm getting rid of the carried interest provision. And if you really look, it's not a tax—it's really not a great thing for the wealthy. It's a great thing for the middle class.",Trump,Hempstead,2016
207,It's a great thing for companies to expand.,Trump,Hempstead,2016
208,"And when these people are going to put billions and billions of dollars into companies, and when they're going to bring $2.5 trillion back from overseas, where they can't bring",Trump,Hempstead,2016
209,"the money back, because politicians like Secretary Clinton won't allow them to bring the money back, because the taxes are so onerous, and the bureaucratic red tape, so what—is so",Trump,Hempstead,2016
210,"bad. So what they're doing is they're leaving our country, and they're, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country.",Trump,Hempstead,2016
211,"And instead of bringing it back and putting the money to work, because they can't work out a deal to—and everybody agrees it should be brought back.",Trump,Hempstead,2016
212,"Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together.",Trump,Hempstead,2016
213,"Because we have—we have a president that can't sit them around a table and get them to approve something. And here's the thing. Republicans and Democrats agree that this should be done, $2.5 trillion.",Trump,Hempstead,2016
214,"I happen to think it's double that. It's probably $5 trillion that we can't bring into our country, Lester.",Trump,Hempstead,2016
215,"And with a little leadership, you'd get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful.",Trump,Hempstead,2016
216,"But we have no leadership. And honestly, that starts with Secretary Clinton.",Trump,Hempstead,2016
217,"All right. You have two minutes of the same question to defend tax increases on the wealthiest Americans, Secretary Clinton.",Moderator,Hempstead,2016
218,"I have a feeling that by, the end of this evening, I'm going to be blamed for everything that's ever happened.",Clinton,Hempstead,2016
219,Why not?,Trump,Hempstead,2016
220,"Why not? Yeah, why not? You know, just join the debate by saying more crazy things. Now, let me say this, it is absolutely the case...",Clinton,Hempstead,2016
221,There's nothing crazy about not letting our companies bring their money back into their country.,Trump,Hempstead,2016
222,"This is—this is Secretary Clinton's two minutes, please.",Moderator,Hempstead,2016
223,Yes.,Trump,Hempstead,2016
224,"Yeah, well, let's start the clock again, Lester. We've looked at your tax proposals.",Clinton,Hempstead,2016
225,"I don't see changes in the corporate tax rates or the kinds of proposals you're referring to that would cause the repatriation, bringing back of money that's stranded overseas. I happen to support that.",Clinton,Hempstead,2016
226,Then you didn't read it.,Trump,Hempstead,2016
227,I happen to—I happen to support that in a way that will actually work to our benefit.,Clinton,Hempstead,2016
228,"But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do.",Clinton,Hempstead,2016
229,You've proposed an approach that has a...,Clinton,Hempstead,2016
230,Who gave it that name? The first I've—who gave it that name?,Trump,Hempstead,2016
231,"Mr. Trump, this is Secretary Clinton's two minutes.",Moderator,Hempstead,2016
232,... $4 billion tax benefit for your family. And when you look at what you are proposing...,Clinton,Hempstead,2016
233,How much? How much for my family?,Trump,Hempstead,2016
234,... it is...,Clinton,Hempstead,2016
235,"Lester, how much?",Trump,Hempstead,2016
236,"... as I said, trumped-up trickle-down. Trickle-down did not work. It got us into the mess we were in, in 2008 and 2009. Slashing taxes on the wealthy hasn't worked.",Clinton,Hempstead,2016
237,"And a lot of really smart, wealthy people know that. And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class.",Clinton,Hempstead,2016
238,I don't think top-down works in America.,Clinton,Hempstead,2016
239,"I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their—their debt from college at a lower rate.",Clinton,Hempstead,2016
240,"Those are the kinds of things that will really boost the economy. Broad-based, inclusive growth is what we need in America, not more advantages for people at the very top.",Clinton,Hempstead,2016
241,"Mr. Trump, we're...",Moderator,Hempstead,2016
242,"Typical politician. All talk, no action. Sounds good, doesn't work. Never going to happen.",Trump,Hempstead,2016
243,Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.,Trump,Hempstead,2016
244,"Now, look, we have the worst revival of an economy since the Great Depression. And believe me: We're in a bubble right now.",Trump,Hempstead,2016
245,"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down. We are in a big, fat, ugly bubble.",Trump,Hempstead,2016
246,And we better be awfully careful. And we have a Fed that's doing political things. This Janet Yellen of the Fed. The Fed is doing political—by keeping the interest rates at this level.,Trump,Hempstead,2016
247,"And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise",Trump,Hempstead,2016
248,"interest rates, you're going to see some very bad things happen, because the Fed is not doing their job. The Fed is being more political than Secretary Clinton.",Trump,Hempstead,2016
249,"Mr. Trump, we're talking about the burden that Americans have to pay, yet you have not released your tax returns.",Moderator,Hempstead,2016
250,And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to—who he owes it to and any business conflicts.,Moderator,Hempstead,2016
251,Don't Americans have a right to know if there are any conflicts of interest?,Moderator,Hempstead,2016
252,"I don't mind releasing—I'm under a routine audit. And it'll be released. And—as soon as the audit's finished, it will be released.",Trump,Hempstead,2016
253,"But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have.",Trump,Hempstead,2016
254,"It shows income—in fact, the income—I just looked today—the income is filed at $694 million for this past year, $694 million.",Trump,Hempstead,2016
255,"If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised. But that's the kind of thinking that our country needs.",Trump,Hempstead,2016
256,"When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because",Trump,Hempstead,2016
257,"everybody—Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year. You know what that is? That means, who's negotiating these trade deals?",Trump,Hempstead,2016
258,We have people that are political hacks negotiating our trade deals.,Trump,Hempstead,2016
259,The IRS says an audit...,Moderator,Hempstead,2016
260,Excuse me.,Trump,Hempstead,2016
261,"... of your taxes—you're perfectly free to release your taxes during an audit. And so the question, does the public's right to know outweigh your personal...",Moderator,Hempstead,2016
262,"Well, I told you, I will release them as soon as the audit. Look, I've been under audit almost for 15 years. I know a lot of wealthy people that have never been audited.",Trump,Hempstead,2016
263,"I said, do you get audited? I get audited almost every year. And in a way, I should be complaining. I'm not even complaining. I don't mind it. It's almost become a way of life.",Trump,Hempstead,2016
264,I get audited by the IRS. But other people don't. I will say this. We have a situation in this country that has to be taken care of.,Trump,Hempstead,2016
265,"I will release my tax returns—against my lawyer's wishes—when she releases her 33,000 e-mails that have been deleted. As soon as she releases them, I will release. I will release my tax returns.",Trump,Hempstead,2016
